 , , , , , , , , , , , 
107_ab106_S
107_ab106_S,107_ab106_S
大專校院,學校代碼,學校名稱,學位生_正式修讀學位外國生,學位生_僑生(含港澳),學位生_正式修讀學位陸生,非學位生_外國交換生,非學位生_外國短期研習及個人選讀,非學位生_大專附設華語文中心學生,非學位生_大陸研修生,非學位生_海青班,境外專班
大專校院,0001,國立政治大學,511,653,366,523,58,861,0,0,0
大專校院,0002,國立清華大學,564,497,279,62,147,425,0,0,0
大專校院,0003,國立臺灣大學,883,1395,474,723,516,953,0,0,0
大專校院,0004,國立臺灣師範大學,595,703,147,124,88,4567,0,0,9
大專校院,0004A,國立臺灣師大僑生先修部,0,497,0,0,0,0,0,0,0
大專校院,0005,國立成功大學,876,695,188,220,128,1191,0,0,0
大專校院,0006,國立中興大學,342,438,42,95,152,132,0,0,0
大專校院,0007,國立交通大學,590,397,199,216,189,545,0,0,0
大專校院,0008,國立中央大學,560,223,103,111,14,304,0,0,0
大專校院,0009,國立中山大學,286,214,66,171,109,781,0,0,0
大專校院,0012,國立臺灣海洋大學,128,375,26,8,43,907,0,0,0
大專校院,0013,國立中正大學,185,337,41,31,219,0,0,0,0
大專校院,0014,國立高雄師範大學,37,128,35,12,103,194,0,0,14
大專校院,0015,國立彰化師範大學,47,220,34,13,81,104,0,0,54
大專校院,0016,國立陽明大學,114,130,13,0,122,0,0,0,0
大專校院,0017,國立臺北大學,48,324,54,35,0,0,0,0,0
大專校院,0018,國立嘉義大學,84,341,8,3,0,474,0,0,0
大專校院,0019,國立高雄大學,46,122,15,15,50,61,0,0,0
大專校院,0020,國立東華大學,337,397,32,20,13,54,0,0,0
大專校院,0021,國立暨南國際大學,69,626,20,6,2,0,0,0,0
大專校院,0022,國立臺灣科技大學,836,355,208,225,93,0,0,0,12
大專校院,0023,國立雲林科技大學,126,264,131,22,3,177,0,0,24
大專校院,0024,國立屏東科技大學,312,273,10,2,123,51,0,25,39
大專校院,0025,國立臺北科技大學,414,344,168,67,48,155,0,0,0
大專校院,0028,國立臺北藝術大學,90,116,51,20,0,0,0,0,0
大專校院,0029,國立臺灣藝術大學,73,140,62,24,0,0,0,0,0
大專校院,0030,國立臺東大學,14,63,6,0,1,8,0,0,0
大專校院,0031,國立宜蘭大學,11,140,10,4,83,0,0,0,0
大專校院,0032,國立聯合大學,6,69,16,4,39,71,0,0,0
大專校院,0033,國立虎尾科技大學,112,31,20,0,13,0,0,0,0
大專校院,0035,國立臺南藝術大學,16,26,11,0,0,0,0,0,0
大專校院,0036,國立臺南大學,32,83,23,4,0,0,0,0,0
大專校院,0037,國立臺北教育大學,62,165,18,17,45,734,0,0,0
大專校院,0039,國立臺中教育大學,76,177,12,8,42,268,0,0,0
大專校院,0042,國立澎湖科技大學,17,24,5,0,0,0,0,0,0
大專校院,0043,國立勤益科技大學,212,47,18,43,18,181,0,0,0
大專校院,0044,國立體育大學,17,59,33,8,26,0,0,0,0
大專校院,0046,國立臺北護理健康大學,42,114,1,0,171,0,0,0,0
大專校院,0047,國立高雄餐旅大學,118,181,10,15,24,0,0,0,0
大專校院,0048,國立金門大學,1,52,123,0,0,0,0,0,0
大專校院,0049,國立臺灣體育運動大學,9,86,6,1,0,0,0,0,0
大專校院,0050,國立臺中科技大學,9,122,24,1,15,0,0,0,0
大專校院,0051,國立臺北商業大學,16,161,63,31,0,0,0,0,9
大專校院,0052,國立屏東大學,22,149,17,25,100,69,0,0,0
大專校院,0053,國立高雄科技大學,227,194,70,74,41,0,0,0,0
大專校院,0144,國立臺灣戲曲學院,1,7,12,0,0,0,0,0,0
大專校院,0222,國立臺東專科學校,0,0,0,0,2,0,0,0,0
大專校院,1001,東海大學,365,337,366,136,86,531,0,0,0
大專校院,1002,輔仁大學,285,616,581,137,34,522,0,0,0
大專校院,1003,東吳大學,95,416,227,126,28,291,0,0,0
大專校院,1004,中原大學,362,552,327,58,435,1441,0,0,0
大專校院,1005,淡江大學,590,896,468,113,0,2183,0,0,0
大專校院,1006,中國文化大學,395,647,423,128,38,1542,0,235,0
大專校院,1007,逢甲大學,569,629,372,33,176,845,0,253,0
大專校院,1008,靜宜大學,219,204,235,122,51,493,0,250,0
大專校院,1009,長庚大學,164,160,78,5,85,0,0,0,0
大專校院,1010,元智大學,338,184,165,57,137,0,0,0,0
大專校院,1011,中華大學,245,27,26,9,0,54,0,138,0
大專校院,1012,大葉大學,351,316,38,10,102,0,0,75,0
大專校院,1013,華梵大學,20,45,17,0,0,0,0,0,0
大專校院,1014,義守大學,781,601,116,31,174,359,0,0,23
大專校院,1015,世新大學,187,391,286,17,0,38,0,0,0
大專校院,1016,銘傳大學,779,763,469,129,574,1053,0,527,0
大專校院,1017,實踐大學,145,406,195,81,142,922,0,0,0
大專校院,1018,朝陽科技大學,291,166,177,10,6,139,0,0,0
大專校院,1019,高雄醫學大學,196,275,20,0,81,0,0,0,0
大專校院,1020,南華大學,507,51,6,1,352,480,0,0,169
大專校院,1021,真理大學,23,50,3,3,0,0,0,0,0
大專校院,1022,大同大學,9,28,82,17,19,0,0,0,0
大專校院,1023,南臺科技大學,309,108,99,45,189,299,0,0,0
大專校院,1024,崑山科技大學,216,77,46,12,103,143,0,17,0
大專校院,1025,嘉南藥理大學,118,55,5,1,25,0,0,0,0
大專校院,1026,樹德科技大學,216,246,139,8,24,343,0,0,60
大專校院,1027,慈濟大學,255,106,13,13,192,240,0,0,0
大專校院,1028,臺北醫學大學,287,291,57,0,626,0,0,0,0
大專校院,1029,中山醫學大學,11,295,29,0,45,0,0,0,0
大專校院,1030,龍華科技大學,549,167,44,33,0,10,0,51,63
大專校院,1031,輔英科技大學,19,91,0,0,130,0,0,0,55
大專校院,1032,明新科技大學,911,48,1,2,0,260,0,6,0
大專校院,1033,長榮大學,132,246,16,15,127,226,0,0,0
大專校院,1034,弘光科技大學,146,264,15,7,61,0,0,163,0
大專校院,1035,中國醫藥大學,163,314,29,0,311,0,0,0,0
大專校院,1036,健行科技大學,655,10,0,30,0,0,0,0,0
大專校院,1037,正修科技大學,195,176,14,69,217,0,0,0,0
大專校院,1038,萬能科技大學,343,50,2,0,34,44,0,0,0
大專校院,1039,玄奘大學,126,107,6,0,14,0,0,0,0
大專校院,1040,建國科技大學,360,26,2,6,0,166,0,78,0
大專校院,1041,明志科技大學,67,3,29,10,21,0,0,0,0
大專校院,1042,高苑科技大學,471,32,0,2,0,0,0,0,0
大專校院,1043,大仁科技大學,20,88,0,1,21,0,0,0,0
大專校院,1044,聖約翰科技大學,268,42,22,5,4,0,0,0,0
大專校院,1045,嶺東科技大學,30,35,57,0,0,0,0,0,0
大專校院,1046,中國科技大學,88,27,67,2,17,0,0,0,0
大專校院,1047,中臺科技大學,55,20,9,0,90,0,0,21,0
大專校院,1048,亞洲大學,263,164,85,53,341,0,0,0,0
大專校院,1049,開南大學,633,69,4,36,72,943,0,0,0
大專校院,1050,佛光大學,78,81,17,15,116,140,0,0,0
大專校院,1051,台南應用科技大學,19,58,31,10,0,0,0,0,0
大專校院,1052,遠東科技大學,117,15,5,4,0,0,0,0,0
大專校院,1053,元培醫事科技大學,215,27,8,0,49,0,0,75,0
大專校院,1054,景文科技大學,253,128,33,0,0,0,0,0,0
大專校院,1055,中華醫事科技大學,311,9,0,0,14,0,0,0,0
大專校院,1056,東南科技大學,163,124,2,1,0,0,0,39,0
大專校院,1057,德明財經科技大學,338,3,0,0,0,0,0,0,0
大專校院,1058,明道大學,306,85,9,109,118,369,0,60,12
大專校院,1060,南開科技大學,101,76,0,3,27,0,0,56,0
大專校院,1061,中華科技大學,16,7,7,0,0,1,0,0,0
大專校院,1062,僑光科技大學,159,17,4,0,0,0,0,0,0
大專校院,1063,育達科技大學,342,5,0,0,13,0,0,0,0
大專校院,1064,美和科技大學,35,5,0,0,0,0,0,0,338
大專校院,1065,吳鳳科技大學,32,5,0,0,0,0,0,0,0
大專校院,1066,環球科技大學,389,45,5,26,0,0,0,198,0
大專校院,1067,台灣首府大學,186,145,2,0,2,167,0,0,0
大專校院,1068,中州科技大學,116,6,0,11,31,0,0,0,9
大專校院,1069,修平科技大學,87,3,0,0,2,0,0,0,0
大專校院,1070,長庚科技大學,0,48,5,0,31,0,0,0,0
大專校院,1071,臺北城市科技大學,24,55,1,4,0,0,0,0,0
大專校院,1072,大華科技大學,53,4,0,2,2,0,0,56,0
大專校院,1073,醒吾科技大學,559,31,4,5,1,0,0,0,40
大專校院,1074,南榮科技大學,13,0,0,0,0,2,0,0,0
大專校院,1075,文藻外語大學,182,62,61,93,8,886,0,0,0
大專校院,1076,華夏科技大學,57,9,2,0,0,0,0,0,0
大專校院,1077,慈濟科技大學,144,12,2,0,44,0,0,0,0
大專校院,1078,致理科技大學,126,18,29,0,11,0,0,0,0
大專校院,1079,康寧大學,57,8,0,1,0,0,0,0,0
大專校院,1080,宏國德霖科技大學,0,4,0,0,5,0,0,0,0
大專校院,1081,東方設計大學,170,6,8,0,39,0,0,0,0
大專校院,1082,崇右影藝科技大學,184,36,3,0,40,0,0,0,0
大專校院,1083,台北海洋科技大學,50,15,3,0,0,0,0,0,0
大專校院,1125,中信金融管理學院,5,0,2,0,0,0,0,0,0
大專校院,1148,大漢技術學院,0,0,1,0,0,0,0,0,0
大專校院,1159,和春技術學院,30,1,0,0,0,0,0,34,0
大專校院,1166,亞東技術學院,1,1,0,5,0,0,0,0,0
大專校院,1168,南亞技術學院,17,0,0,0,0,0,0,0,0
大專校院,1176,稻江科技暨管理學院,1,0,0,0,0,0,0,0,0
大專校院,1182,蘭陽技術學院,2,0,0,0,0,0,0,0,0
大專校院,1183,黎明技術學院,282,11,0,0,0,0,0,0,0
大專校院,1185,經國管理暨健康學院,79,24,0,0,37,0,0,12,0
大專校院,1188,大同技術學院,21,4,0,0,0,0,0,0,0
大專校院,1192,臺灣觀光學院,0,6,0,0,0,0,0,0,0
大專校院,1195,馬偕醫學院,0,13,0,0,11,0,0,0,0
大專校院,1196,法鼓文理學院,33,4,5,0,3,0,0,0,0
大專校院,1282,馬偕醫護管理專科學校,1,1,0,0,0,0,0,0,0
大專校院,1284,樹人醫護管理專科學校,0,0,0,0,20,0,0,0,0
大專校院,1286,耕莘健康管理專科學校,0,1,0,0,0,0,0,0,0
大專校院,1289,育英醫護管理專科學校,0,1,0,0,0,0,0,0,0
大專校院,1292,新生醫護管理專科學校,0,2,0,0,0,0,0,0,0
大專校院,3002,臺北市立大學,27,155,20,11,17,0,0,0,0
無,9999,無法區分校別,0,0,0,0,0,0,20597,0,0
宗教研修學院,1R02,基督教台灣浸會神學院,0,1,0,0,0,0,0,0,0
宗教研修學院,1R03,臺北基督學院,8,1,0,0,0,0,0,0,0
宗教研修學院,1R04,一貫道天皇學院,1,0,0,0,60,0,0,0,0
宗教研修學院,1R05,台灣神學研究學院,2,0,0,0,0,0,0,0,0
宗教研修學院,1R06,一貫道崇德學院,2,2,0,0,0,0,0,0,0
軍警大專校院,M104,國防醫學院,0,124,0,0,0,0,0,0,0
